year,ecoregion,ba_forest_km2,ba_forest_counter_km2,ba_nonforest_km2,ba_nonforest_counter_km2,fwi90,fwi_90_counter,ppt_mm,ppt_counter_mm
2014,13.2,146.414,84.47858,72.45673,53.78221,51.60232,46.58648,557.0803,538.5751
2015,13.2,34.29904,22.93079,68.81245,54.76645,27.91543,24.27411,565.496,547.3071
2016,13.2,409.6592,223.394,241.8083,169.5292,41.42817,35.97883,749.3502,716.7716
2017,13.2,1205.397,697.3145,622.3133,460.2424,48.88543,43.90897,667.9055,647.1619
2018,13.2,1102.928,626.8926,408.8017,303.2687,46.25212,41.07614,560.5212,544.9905
2019,13.2,1007.106,551.3748,425.0937,305.9492,55.16731,49.68019,562.8807,541.5054
2020,13.2,164.6354,98.98465,100.1103,76.74595,42.98748,38.31656,442.0374,429.4965
2021,13.2,1371.747,719.8513,138.9111,97.78573,54.47877,48.6027,540.3599,517.9265
2022,13.2,762.9391,379.6831,456.3916,313.0127,55.03749,48.66933,666.6044,643.6257
2023,13.2,916.6418,499.2249,188.4303,136.2405,50.19352,44.63581,644.4083,626.2693
2002,13.3,19.29321,13.13195,8.360392,7.360025,19.40229,17.66845,662.9592,638.2244
2003,13.3,71.59925,47.82407,12.4334,10.88968,22.4616,20.62893,547.8658,523.4573
2004,13.3,7.288546,5.725636,7.074177,6.481355,15.27921,14.28557,630.8815,604.9261
2005,13.3,27.22486,18.12311,16.29204,14.1371,18.36588,16.61967,743.5961,707.688
2006,13.3,97.96664,67.94845,29.15419,25.65746,21.18196,19.61454,726.0578,693.4882
2007,13.3,13.93399,10.4844,43.51691,39.37961,13.36148,12.15007,575.8697,549.7575
2008,13.3,60.02332,34.74379,29.15418,24.22027,26.79139,24.38066,882.875,841.805
2009,13.3,70.09866,42.86814,4.930487,4.148389,22.76453,20.67008,955.7223,910.5801
2010,13.3,10.07534,7.638972,12.64777,11.44473,23.23965,22.09454,531.8855,502.7155
2011,13.3,401.7275,218.6082,126.6921,102.465,27.08974,24.47988,1038.642,984.8162
2012,13.3,16.07768,10.54589,2.572428,2.223399,17.15669,15.3322,610.5895,575.0405
2013,13.3,105.0408,54.5442,18.007,14.47303,26.52167,23.58524,775.6855,731.6499
2014,13.3,21.86564,13.10126,12.64777,10.61299,15.87398,13.63665,706.0881,665.2645
2015,13.3,0,0,17.14952,15.06478,10.88991,9.601727,725.5078,678.7298
2016,13.3,36.44273,21.17891,25.08117,20.65675,19.21483,16.94635,885.7803,831.1896
2017,13.3,31.51224,18.01571,57.45089,47.14957,21.95446,19.58844,827.9633,774.9402
2018,13.3,49.94798,28.38526,30.86913,25.54374,17.59793,15.07785,630.3921,591.0809
2019,13.3,44.58875,24.41897,29.79729,24.23468,20.28107,17.65647,686.1736,637.5772
2020,13.3,36.22836,21.88767,11.79029,9.935005,21.1938,18.97587,526.9381,488.639
2021,13.3,156.0606,69.10356,56.16468,43.04129,27.76897,24.05095,673.6329,626.4119
2022,13.3,182.428,85.81141,33.44157,25.96151,26.16787,22.81023,747.3263,694.231
2023,13.3,23.36622,13.52426,30.86914,25.79745,24.77599,22.29091,473.2106,440.3439
2002,13.4,73.95731,52.85921,70.09867,60.68885,27.23886,25.12146,927.4437,880.7573
2003,13.4,189.0735,127.9873,128.8358,109.2063,36.15487,33.62425,779.1252,737.0809
2004,13.4,35.79962,25.21295,214.1547,184.4027,28.43138,26.19231,793.9278,750.1779
2005,13.4,591.0153,406.7414,320.0529,272.7037,32.92788,30.56333,885.142,834.7176
2006,13.4,192.0746,134.1917,252.7411,216.8911,30.04455,27.75301,805.5094,760.9556
2007,13.4,143.1985,97.3504,116.8311,98.99573,29.51101,27.07881,895.5656,841.7837
2008,13.4,121.3329,78.8775,159.2762,132.3867,35.64742,32.93527,985.6942,925.3427
2009,13.4,234.5197,149.9678,211.1535,174.3399,33.59232,30.76312,946.7983,886.4328
2010,13.4,60.45206,41.57975,158.8475,135.3177,32.88171,30.51266,742.2454,691.8947
2011,13.4,312.55,200.5149,294.9718,243.1357,36.53867,33.82993,1144.355,1067.16
2012,13.4,193.1465,132.195,120.4754,102.2667,27.29546,24.94168,856.4067,797.3579
2013,13.4,343.8478,202.3133,125.4059,99.98245,37.48584,34.10721,963.6881,895.9813
2014,13.4,21.4369,13.12532,43.73128,35.45461,30.81062,27.6939,858.59,794.5297
2015,13.4,24.2237,16.3776,47.16119,39.72598,20.73831,18.38699,955.0395,880.5231
2016,13.4,52.30604,31.8989,289.6125,233.8487,28.20551,25.14044,1009.767,931.9074
2017,13.4,373.4308,231.7247,359.2823,292.0684,34.12575,31.19288,1012.034,932.6519
2018,13.4,133.3375,86.67928,117.4742,97.41365,27.03126,24.39476,952.8168,879.3616
2019,13.4,287.4688,165.4695,208.5811,164.471,35.92795,32.46349,973.8362,894.0013
2020,13.4,108.8994,69.85453,159.2762,131.611,28.88226,26.09039,783.5781,720.5815
2021,13.4,385.2211,219.7485,169.7802,133.7088,37.08369,33.47726,848.6361,782.2717
2022,13.4,127.5496,73.86252,96.03733,75.85571,33.13216,29.73491,1011.825,927.7837
2023,13.4,325.4122,191.4885,160.7768,128.2466,34.35199,30.95954,797.7781,732.6043
2002,13.5,884.2722,721.8657,92.17867,87.26864,31.3792,29.53573,1040.386,976.697
2003,13.5,1092.424,876.157,209.8672,196.8602,36.41515,34.40435,951.0242,886.3997
2004,13.5,352.8513,285.3591,276.536,261.7323,30.52967,28.60441,971.5788,902.6296
2005,13.5,1448.491,1177.859,407.3011,387.4413,32.54599,30.67575,1007.765,936.8673
2006,13.5,512.1274,411.1884,45.44624,43.06293,31.75768,29.77142,1063.885,989.4701
2007,13.5,671.6181,536.2805,118.3317,113.2954,30.94367,28.92503,1188.837,1100.457
2008,13.5,886.8445,701.5983,263.6739,250.2813,33.56736,31.45531,1165.492,1080.527
2009,13.5,666.6875,524.9241,72.24236,68.52991,33.73472,31.58041,1122.358,1035.224
2010,13.5,476.971,376.7881,215.2265,201.7342,30.71225,28.56867,900.4166,827.5969
2011,13.5,634.1035,498.397,159.4906,155.5204,33.51719,31.38882,1460.613,1344.022
2012,13.5,610.9516,488.578,148.129,144.2378,27.14624,25.16592,1281.349,1176.458
2013,13.5,926.2884,711.0658,136.1243,130.0933,32.96442,30.6011,1282.451,1172.629
2014,13.5,76.31537,59.17719,69.88429,66.19428,29.6061,27.31699,1100.858,1006.219
2015,13.5,248.0249,197.8618,49.94798,48.42748,23.28941,21.28149,1152.418,1050.511
2016,13.5,597.2321,471.1673,235.5915,226.0227,25.65732,23.53701,1120.772,1023.158
2017,13.5,1041.19,808.4354,468.6106,451.1399,31.96264,29.70922,1243.545,1132.92
2018,13.5,428.3093,338.6028,71.81362,69.96149,27.42772,25.3483,1262.623,1150.415
2019,13.5,1189.962,915.4666,185.858,176.7117,31.47371,29.12161,1130.649,1027.427
2020,13.5,825.9638,631.1008,183.0711,169.9565,31.0373,28.59018,911.8453,829.1953
2021,13.5,593.8022,450.4117,168.4941,158.0436,32.6684,30.17329,1092.448,994.8469
2022,13.5,558.6456,419.1462,66.66877,63.82188,32.15782,29.59839,1343.957,1218.86
2023,13.5,543.854,416.0045,170.4234,160.8107,31.40919,28.99592,1078.006,979.2182
2002,13.6,302.689,207.33,77.38721,72.39582,20.77129,18.84977,1033.366,974.3856
2003,13.6,407.7298,265.8108,98.18101,90.94656,24.44826,22.28177,978.8737,913.2684
2004,13.6,38.37205,28.13046,97.96664,94.51959,17.2363,15.56149,1001.034,935.065
2005,13.6,111.4719,77.27386,121.3328,114.4317,20.46294,18.57104,931.3737,868.6747
2006,13.6,48.01866,34.20582,49.73361,48.75024,19.26398,17.33465,1329.561,1239.657
2007,13.6,78.67342,53.53489,72.88546,70.49015,19.93423,17.80039,1287.653,1195.619
2008,13.6,89.60624,64.34496,53.80663,52.43683,17.3013,15.45033,1117.432,1035.508
2009,13.6,118.9748,81.2039,42.65943,41.85591,23.05327,20.8627,1372.303,1267.835
2010,13.6,57.45089,40.24606,40.73011,39.32622,17.18784,15.23678,1027.316,946.1199
2011,13.6,73.74293,52.8254,38.37206,39.29024,19.86736,17.74487,1648.64,1519.936
2012,13.6,53.16351,39.17915,27.22486,27.59722,17.13313,15.23295,1363.226,1252.959
2013,13.6,150.2727,99.6161,99.03848,96.44875,21.99543,19.66885,1266.245,1159.407
2014,13.6,29.58292,20.75058,18.86447,18.73542,17.13797,15.04803,1244.763,1137.728
2015,13.6,66.45439,47.20708,52.09167,51.81243,17.95354,15.93168,1193.392,1089.017
2016,13.6,94.53674,65.2629,91.10683,87.89985,17.14535,15.11045,945.9868,860.8126
2017,13.6,66.88313,44.34319,100.3247,96.19872,19.13358,16.88841,1026.526,934.1566
2018,13.6,35.79962,24.73355,52.30604,51.75257,18.61713,16.45597,1178.558,1070.187
2019,13.6,121.976,78.04101,83.81829,79.59123,20.76067,18.35279,980.8685,886.1864
2020,13.6,146.414,93.1524,80.38838,75.35128,19.57404,17.19991,884.4921,800.0776
2021,13.6,30.86913,21.35705,63.66759,64.16953,18.40348,16.1546,1304.205,1179.075
2022,13.6,88.74877,58.82227,114.9018,112.1943,18.13364,15.79232,1115.953,1006.596
2023,13.6,67.52624,42.05075,67.31187,64.78779,20.47968,17.83934,1167.166,1051.243
2002,14.1,4.073011,3.123724,151.3445,140.4088,26.74374,25.37273,608.2859,588.4484
2003,14.1,77.17284,58.62437,119.4035,110.5106,27.09367,25.66995,431.0172,411.004
2004,14.1,1.500583,1.289585,79.95964,76.38342,16.29141,15.54192,416.9016,400.3174
2005,14.1,35.15652,26.45618,228.5173,209.8879,22.19153,20.77597,638.011,608.356
2006,14.1,0.428738,0.3241131,118.3317,108.948,22.58891,21.18407,589.0015,561.7119
2007,14.1,8.360391,6.647419,131.6226,123.1233,14.35006,13.18772,466.1141,445.4742
2008,14.1,11.57593,8.440391,114.473,104.1665,22.56875,20.99443,768.9844,736.2766
2009,14.1,5.787963,4.103626,166.3504,149.7077,22.39242,20.70931,849.2906,808.8404
2010,14.1,2.572428,2.07753,228.303,213.925,21.63631,20.58554,443.0625,418.7264
2011,14.1,53.59225,35.57322,436.884,385.7256,29.60913,27.59127,908.9611,862.6805
2012,14.1,0.214369,0.150275,131.8369,118.5329,18.57448,16.80732,605.5532,568.2736
2013,14.1,103.969,71.44714,295.8292,264.4201,26.31016,24.44295,675.5578,636.3539
2014,14.1,0.857476,0.609489,117.4742,106.1968,16.29515,14.5821,626.1594,592.6678
2015,14.1,0,0,140.6261,128.2721,12.50318,11.09032,595.3875,557.2506
2016,14.1,3.001166,2.101143,228.7317,205.1566,19.26624,17.5157,683.6938,642.6592
2017,14.1,6.216702,3.925666,266.8894,233.6184,23.51051,21.17208,637.4922,597.3544
2018,14.1,4.28738,2.810414,163.1348,144.4704,20.99722,18.83945,582.3438,546.9436
2019,14.1,10.07534,6.402406,278.6797,244.7592,22.98397,20.65997,527.7812,490.9521
2020,14.1,8.146022,5.64149,164.6354,147.9699,22.7119,20.84673,415.0734,382.4252
2021,14.1,32.79846,20.54874,205.5799,179.3495,23.64961,21.28335,583.8703,541.1204
2022,14.1,51.23419,30.06903,253.5985,217.5698,30.93966,28.2161,621.5172,576.9911
2023,14.1,3.858642,2.302636,216.084,187.9088,29.98113,27.2429,374.9219,347.4718
2002,14.2,376.0032,351.9147,72.88546,72.33154,41.30361,40.34076,345.9059,334.4724
2003,14.2,405.3718,383.5049,130.7651,133.8057,37.87722,36.9373,440.7177,424.8627
2004,14.2,28.08234,26.35975,34.72778,34.53795,37.2475,36.31868,339.6294,328.3104
2005,14.2,65.81129,62.51455,23.36622,23.70363,40.54284,39.70339,320.7177,307.5127
2006,14.2,188.216,174.5417,15.2202,14.97958,43.50896,42.445,394.8882,383.4116
2007,14.2,49.0905,45.81363,23.58059,23.65958,35.06688,34.01083,371.2529,356.9065
2008,14.2,111.4719,106.7001,59.59459,62.38065,28.11549,27.24869,349.0353,330.6364
2009,14.2,68.59808,64.34396,19.72195,20.10722,40.42049,39.36799,370.6823,353.9144
2010,14.2,62.59575,58.48021,37.51458,37.20482,28.69362,27.70666,263.1882,251.5413
2011,14.2,113.1868,107.0751,31.94098,34.64013,45.90528,44.70027,564.6765,536.3837
2012,14.2,14.14835,13.15768,5.573594,5.662022,35.37206,34.20683,407.6588,389.9706
2013,14.2,67.74061,64.78319,2.14369,2.350021,33.11125,32.02104,508.1353,479.6844
2014,14.2,48.87613,46.12175,6.002332,6.35056,25.29952,24.1693,476.2529,452.7533
2015,14.2,73.09983,68.93018,12.00466,12.87384,36.30576,35.10319,406.6,380.0695
2016,14.2,10.50408,9.765129,18.6501,18.49487,24.45074,23.3897,235.0824,222.4756
2017,14.2,4.716118,4.450894,9.003498,9.489914,36.18264,35.07146,395.7706,373.103
2018,14.2,14.79146,13.78133,0.214369,0.220073,28.04424,26.85917,375.1235,355.5532
2019,14.2,29.15418,27.15836,13.71962,14.54337,35.77493,34.44153,384.7647,358.3091
2020,14.2,49.0905,45.10874,1.714952,1.730323,36.52591,35.21091,283.4,264.8019
2021,14.2,4.073011,3.767913,0.214369,0.2299458,35.43778,33.9459,503.4471,473.0905
2022,14.2,12.86214,11.9573,3.215535,3.476567,33.61777,32.16403,450.4824,419.4057
2023,14.2,23.79496,21.88864,0.857476,0.9092523,35.99632,34.47173,446.9353,417.9263
2002,14.3,426.1656,270.4136,609.4511,548.6906,47.66802,45.45033,369.7865,361.1968
2003,14.3,292.1849,181.9457,371.7158,332.98,46.81513,44.47392,264.9212,259.2254
2004,14.3,77.60158,47.91188,621.2413,555.5115,44.52419,42.15019,326.6612,319.8983
2005,14.3,412.446,247.5489,559.2888,497.0624,45.11562,42.62287,405.3347,396.0907
2006,14.3,612.4523,353.268,608.5937,535.6211,49.84477,47.13033,462.9989,455.8509
2007,14.3,391.4378,226.5163,564.2192,497.1238,45.79132,43.1101,380.06,371.1943
2008,14.3,588.0142,320.6036,895.4194,778.1589,49.65662,46.68457,397.2571,387.3243
2009,14.3,232.8047,131.6045,493.4775,432.6659,45.82936,43.05712,531.5852,519.9293
2010,14.3,70.5274,41.27963,591.6584,523.011,42.93156,40.33614,351.4623,339.7162
2011,14.3,1040.118,552.2286,908.2813,784.4616,52.81704,49.71269,493.3189,483.1598
2012,14.3,688.5532,366.017,585.8705,505.9489,49.92708,46.81061,392.1141,383.818
2013,14.3,386.293,196.5319,447.6025,382.7347,51.09425,47.77451,413.0653,402.8636
2014,14.3,74.60041,38.19229,351.7796,301.1844,48.658,45.3611,387.4453,378.1457
2015,14.3,22.29438,11.92528,197.6482,171.109,36.32792,33.29019,456.4094,443.3027
2016,14.3,206.8661,109.0035,544.0685,469.7457,41.1504,38.07553,524.4411,507.3698
2017,14.3,342.3473,177.0166,328.6277,282.1689,43.95253,40.73067,438.03,426.2012
2018,14.3,620.5983,296.7254,89.60624,75.48362,47.88301,44.23215,388.7124,380.2293
2019,14.3,534.6363,263.0441,575.152,488.054,46.53802,43.05909,368.5294,357.278
2020,14.3,47.37555,23.86202,392.0809,334.2258,42.22672,38.82207,318.1777,311.4518
2021,14.3,423.8075,198.145,455.7485,382.2178,48.08379,44.35786,368.6806,356.2898
2022,14.3,181.3562,84.323,294.7574,246.873,47.27042,43.51513,496.5071,484.2582
2023,14.3,515.5575,235.092,670.7605,558.8493,51.44792,47.56219,446.1182,437.1272
2002,14.4,6.859808,5.159807,934.2202,823.8633,41.86317,39.34892,587.8195,554.3185
2003,14.4,36.6571,26.94793,1300.791,1134.156,46.33878,43.63085,507.3456,474.6016
2004,14.4,9.217867,6.84558,1501.655,1318.635,41.21754,38.5812,578.4551,539.6978
2005,14.4,12.86214,9.614635,1754.825,1542.875,43.20853,40.6412,505.1984,471.698
2006,14.4,12.21903,9.113678,695.413,612.5364,41.41877,38.81255,645.4831,604.0386
2007,14.4,4.930487,3.567296,1218.902,1060.225,42.47392,39.59334,672.5135,625.1539
2008,14.4,11.36156,8.304195,1240.554,1085.064,42.80859,40.01031,718.2661,669.1729
2009,14.4,11.14719,7.977315,789.0923,683.067,43.50354,40.52613,668.589,619.9009
2010,14.4,7.074177,5.017911,1207.326,1036.535,42.93115,39.90541,489.6084,451.7438
2011,14.4,10.07534,7.361702,925.2167,817.7576,41.97552,39.10133,1026.074,947.8774
2012,14.4,10.71845,7.838828,826.178,727.0508,39.37673,36.54348,824.2542,759.2155
2013,14.4,40.94448,27.99175,944.5099,802.7538,44.99995,41.6061,715.7822,656.6288
2014,14.4,10.93282,7.612561,347.0635,296.7568,41.66359,38.44591,620.4864,569.1689
2015,14.4,15.43457,11.11,530.7777,462.3967,36.50809,33.55589,658.8202,600.3951
2016,14.4,16.07767,11.50036,1273.138,1102.345,38.1993,35.21465,586.8967,536.9142
2017,14.4,8.360391,5.796569,1372.819,1176.281,42.86248,39.57975,729.2076,666.5021
2018,14.4,3.001166,2.151535,774.0865,676.1197,38.75183,35.73353,812.1066,741.147
2019,14.4,75.88663,51.90135,806.4563,686.5449,43.21426,39.814,687.8245,624.7224
2020,14.4,11.36156,7.7514,1250.843,1059.198,41.95137,38.55854,579.1958,527.4261
2021,14.4,22.29438,14.95958,1328.873,1117.466,44.05549,40.51334,625.5585,570.807
2022,14.4,11.14719,7.54152,1137.227,967.0035,42.1349,38.61368,810.7831,736.4502
2023,14.4,8.57476,5.765532,974.9503,820.7953,41.8834,38.35771,609.9762,554.7886
2002,14.5,349.4214,318.574,43.30254,45.28434,35.94469,34.42545,718.2646,675.4026
2003,14.5,350.9221,320.2271,146.1997,152.7315,36.88405,35.34293,738.8115,689.1389
2004,14.5,121.1185,109.7068,186.0723,195.0213,36.06934,34.3865,789.7696,732.7617
2005,14.5,442.4575,405.2126,278.251,290.0597,33.90112,32.39523,773.0468,720.306
2006,14.5,147.2715,134.2221,73.52856,76.78369,33.9339,32.31287,880.157,818.1568
2007,14.5,243.7375,222.1872,198.2913,206.8489,35.63655,33.96132,970.7987,897.488
2008,14.5,321.3391,291.5449,156.9181,164.2052,35.07866,33.37646,921.0481,855.598
2009,14.5,162.2773,147.3431,87.03381,91.02058,35.01621,33.31242,876.0531,808.1649
2010,14.5,102.8971,92.88463,130.3363,136.8184,31.87374,30.12947,736.3267,676.683
2011,14.5,107.6133,99.04681,114.0443,118.0612,34.23201,32.53695,1323.695,1219.644
2012,14.5,285.9682,261.1117,255.7422,265.9277,32.90621,31.1143,1239.583,1138.621
2013,14.5,498.1936,450.3796,106.5414,111.5395,34.4225,32.58423,951.9797,869.6313
2014,14.5,117.903,105.7943,76.31537,80.28458,32.21359,30.32683,846.1304,775.0068
2015,14.5,131.8369,118.6497,134.4094,141.1447,29.0438,27.18399,816.8582,742.7731
2016,14.5,248.668,221.5198,258.9578,273.733,29.84483,27.91545,699.2658,639.9044
2017,14.5,340.2036,305.7812,374.0739,392.9641,34.43302,32.53701,900.4291,822.7635
2018,14.5,320.2673,288.9936,182.428,191.0283,32.92348,31.01432,1034.718,943.5107
2019,14.5,307.4052,274.9428,121.7616,128.3579,34.15906,32.24813,726.0494,659.1757
2020,14.5,272.0342,240.3284,240.522,255.4991,33.98094,31.96831,594.7341,542.0837
2021,14.5,191.4315,171.617,272.6774,286.9585,32.88593,30.97898,844.7557,772.1465
2022,14.5,195.0758,175.4951,246.5243,258.3372,34.24775,32.24543,1105.643,1004.445
2023,14.5,184.7861,163.3799,195.0758,206.7554,36.03231,33.92101,823.2861,748.8821
2002,14.6,0,0,0,0,43.35535,42.83505,96.17857,93.96382
2003,14.6,0,0,0,0,43.06343,42.52091,57.45714,55.77382
2004,14.6,0,0,0,0,42.94626,42.40707,146.8429,143.8929
2005,14.6,0,0,0,0,41.27637,40.70384,129.6357,127.1775
2006,14.6,0,0,0,0,44.57132,43.97636,149.2428,145.9186
2007,14.6,0,0,0,0,42.30687,41.68,164.6571,160.7662
2008,14.6,0,0,0,0,44.33202,43.70475,88.0143,86.50035
2009,14.6,0,0,0,0,40.78384,40.18626,174.6571,172.7045
2010,14.6,0,0,0,0,40.02848,39.3697,86.62857,84.90721
2011,14.6,0,0,0,0,42.10464,41.47293,84.87857,83.46945
2012,14.6,0,0,0,0,42.03637,41.3805,100.1857,98.10735
2013,14.6,0,0,0,0,44.22818,43.53828,141.4643,140.4896
2014,14.6,0,0,0,0,42.74949,42.05172,130.8571,130.2756
2015,14.6,0,0,0,0,35.43435,34.64071,239.1071,234.8719
2016,14.6,0,0,0,0,37.90808,37.15505,252.1214,245.8167
2017,14.6,0,0,0,0,40.24667,39.52777,179.4786,177.4794
2018,14.6,0,0,0,0,41.37465,40.5892,213.7714,213.4612
2019,14.6,0,0,0,0,40.48798,39.72647,182.3929,176.8157
2020,14.6,0,0,0,0,40.39495,39.56869,93.62142,92.01073
2021,14.6,0,0,0,0,41.70515,40.92344,234.7714,232.3039
2022,14.6,0,0,0,0,39.39485,38.66676,173.3571,170.2751
2023,14.6,0,0,0,0,42.00505,41.16606,188.1143,185.6196
2002,15.1,1005.819,765.0452,264.317,249.0002,15.18243,13.81464,1085.106,1022.648
2003,15.1,3566.457,2544.008,711.2763,648.0627,21.24368,19.54884,1018.313,952.3224
2004,15.1,198.72,162.6169,269.2475,262.1135,10.06134,9.06437,858.7144,803.248
2005,15.1,2748.425,2002.41,429.1667,397.5957,17.53312,15.94782,1032.465,964.3836
2006,15.1,540.853,402.0979,45.0175,42.94629,15.0353,13.55889,1153.947,1076.184
2007,15.1,1996.204,1424.777,583.5125,552.1025,16.71254,15.0325,1234.457,1147.004
2008,15.1,516.8436,387.0375,231.0899,219.6415,12.896,11.4541,1016.746,943.671
2009,15.1,1640.566,1174.413,159.9193,152.3164,16.28218,14.61881,1201.104,1110.893
2010,15.1,792.3077,581.5285,191.8603,180.4675,13.68752,12.14339,962.4273,888.2322
2011,15.1,1071.416,718.7085,335.7019,316.8868,18.79331,16.80661,1429.411,1321.367
2012,15.1,491.3337,359.771,97.96664,94.49848,13.1443,11.5964,1125.282,1035.793
2013,15.1,1161.88,827.9163,101.6109,98.50905,14.54259,12.86204,1221.916,1119.906
2014,15.1,176.4257,130.77,58.52274,58.30695,11.32344,9.845829,1225.372,1121.617
2015,15.1,940.2226,687.864,138.4824,134.7031,11.72526,10.1757,1098.611,1004.006
2016,15.1,928.6465,664.02,692.4119,659.6239,12.15283,10.48388,1015.417,924.6882
2017,15.1,887.702,611.3208,256.171,237.5238,15.40135,13.53853,1016.349,927.8712
2018,15.1,740.2161,530.2761,187.3586,179.2036,11.03623,9.377765,1038.58,946.2097
2019,15.1,1709.593,1125.478,239.879,219.6916,16.99566,14.90695,1020.068,922.7509
2020,15.1,472.0404,320.8241,224.23,201.4626,15.88275,13.94519,785.8187,710.7747
2021,15.1,371.9302,261.4019,132.9088,128.6227,13.07005,11.32107,1102.416,996.5599
2022,15.1,353.7089,240.63,135.4812,127.8961,13.81796,11.90063,1070.098,966.9905
2023,15.1,947.5109,583.796,205.3656,183.5264,19.00986,16.58687,1076.572,969.9192
2002,15.2,1693.301,1511.109,31.29787,30.67794,40.80394,39.48143,517.8671,493.6536
2003,15.2,4419.432,3945.379,107.3989,105.5697,39.33252,38.00011,514.991,489.7423
2004,15.2,378.5756,340.3355,54.44973,53.42941,35.59848,34.36242,473.3282,450.7599
2005,15.2,2006.065,1818.57,74.17168,73.61261,40.13404,38.94434,464.6024,439.8298
2006,15.2,1304.864,1149.277,10.93282,10.67296,42.31313,40.84702,563.7916,537.4871
2007,15.2,837.9686,746.4505,129.9076,129.5599,35.91601,34.48178,559.2815,527.5703
2008,15.2,1174.528,1049.087,94.53674,94.09105,31.50788,30.11803,525.9509,495.8312
2009,15.2,1475.073,1308.246,30.01166,29.97229,38.96344,37.46748,534.5432,501.0422
2010,15.2,585.2273,523.0692,13.07651,12.84894,29.44585,28.13015,392.7946,368.0326
2011,15.2,1785.694,1583.64,76.7441,79.25277,42.91292,41.24425,749.0162,702.0056
2012,15.2,309.5488,272.6149,6.216701,6.20158,33.66006,32.08178,586.8149,551.7715
2013,15.2,1631.134,1480.616,22.72311,24.03937,32.80062,31.29923,743.5623,693.4174
2014,15.2,212.8685,192.8903,4.501749,4.701128,27.13,25.6735,690.0874,644.6789
2015,15.2,1479.789,1296.853,29.79729,29.96037,36.67004,34.98983,521.1581,481.5435
2016,15.2,1057.268,928.0487,105.6839,102.8377,28.09552,26.60361,360.9839,335.0255
2017,15.2,979.8804,866.0724,58.30837,58.41202,38.27032,36.71541,511.4568,475.7353
2018,15.2,265.6032,232.6559,10.93282,10.9106,29.80076,28.15298,519.6245,482.8922
2019,15.2,1104.429,961.3933,50.80546,51.05448,37.76215,36.00047,512.1108,470.8141
2020,15.2,1871.227,1590.205,22.29438,21.22211,40.39233,38.60802,328.5982,302.3229
2021,15.2,289.8269,253.3915,1.500583,1.558419,34.91063,33.0343,674.57,621.2362
2022,15.2,443.3151,382.3425,4.930487,4.977671,31.52941,29.62793,543.8192,498.0279
2023,15.2,1014.823,889.6255,7.502915,7.750189,35.42523,33.61015,614.682,564.2812
2002,15.3,9.860974,9.860974,18.007,14.99198,11.962,10.94778,1045.7,983.0238
2003,15.3,11.79029,11.79029,67.95498,53.5819,16.19067,14.92689,1024.16,959.0302
2004,15.3,2.358059,2.358059,0.643107,0.5547533,8.015778,7.155111,954.22,890.2783
2005,15.3,12.86214,12.86214,57.23652,44.85537,13.69511,12.40822,949.48,885.626
2006,15.3,0.857476,0.857476,0.428738,0.3437524,12.36644,11.13044,1140.44,1060.726
2007,15.3,8.57476,8.57476,14.36272,11.50005,13.53689,12.22911,1369.64,1269.305
2008,15.3,0.428738,0.428738,0.857476,0.7043995,10.49022,9.385777,981.2399,908.9475
2009,15.3,1.286214,1.286214,8.146022,6.50337,13.15556,11.85222,1169.84,1074.977
2010,15.3,0.214369,0.214369,21.86564,17.06038,12.52022,11.17311,985.1,908.5
2011,15.3,0,0,8.789129,6.740275,15.39578,13.83356,1484.82,1364.799
2012,15.3,0,0,0,0,10.66622,9.419333,1134.34,1038.091
2013,15.3,0.428738,0.428738,2.358059,1.843579,13.06933,11.63711,1227.3,1121.174
2014,15.3,0,0,0.428738,0.3418494,11.41867,10.08422,1206.48,1103.623
2015,15.3,0,0,1.071845,0.8956265,8.274221,7.186667,1041.8,951.0551
2016,15.3,0,0,9.003498,6.946841,11.034,9.598223,969.1,880.257
2017,15.3,0,0,1.500583,1.159312,11.24178,9.828444,935.5601,851.9467
2018,15.3,0.214369,0.214369,9.003497,7.36493,7.393778,6.209333,1017.04,925.5563
2019,15.3,4.930487,4.930487,3.001166,2.209423,14.434,12.73911,1085.9,981.2237
2020,15.3,0.214369,0.214369,1.714952,1.2652,12.84911,11.29178,685.86,621.389
2021,15.3,0,0,1.500583,1.210199,9.463333,8.169111,1093.08,986.9368
2022,15.3,3.644273,3.644273,0.643107,0.4779905,13.48111,11.814,1111.68,1002.405
2023,15.3,0,0,4.073011,2.801561,16.43511,14.46089,989.92,892.3367
2002,15.4,32.58409,30.03838,261.5302,268.476,20.94404,20.49452,740.8387,713.3537
2003,15.4,25.08117,22.51904,166.5647,172.2048,21.10187,20.48632,751.1968,715.9675
2004,15.4,24.2237,21.65354,494.7636,511.7012,29.09519,28.4403,821.7097,785.8704
2005,15.4,14.36272,12.92576,397.2257,408.1208,23.42147,22.74125,651.1677,621.2789
2006,15.4,52.94914,46.65816,234.9484,243.8808,31.63278,30.88515,806.0936,766.2128
2007,15.4,293.8999,262.8939,196.362,201.1993,29.26618,28.48619,666.7871,638.7255
2008,15.4,40.94448,36.46451,225.0875,232.3646,23.69188,22.97346,712.1226,677.548
2009,15.4,134.6237,117.7046,170.6377,176.9066,34.23077,33.3868,878.9904,839.5795
2010,15.4,13.93399,12.39121,826.1781,852.7601,19.54226,18.80693,737.2838,702.73
